E01086,q2r,2018-06-30,NetCashProvidedByUsedInFinancingActivities,Consolidated,Duration,JPY,-6,current,-83640000000
E01086,q2r,2018-06-30,EffectOfExchangeRateChangeOnCashAndCashEquivalents,Consolidated,Duration,JPY,-6,current,-18878000000
E01086,q2r,2018-06-30,NetIncreaseDecreaseInCashAndCashEquivalents,Consolidated,Duration,JPY,-6,current,-88431000000
E01086,q2r,2018-06-30,CashAndCashEquivalents,Consolidated,Instant,JPY,-6,current,413365000000
E01086,q2r,2018-06-30,NetSales,Consolidated,Duration,JPY,-6,current,1474034000000
E01086,q2r,2018-06-30,NetSales,Consolidated,Duration,JPY,-6,current,311652000000
E01086,q2r,2018-06-30,NetSales,Consolidated,Duration,JPY,-6,current,1785686000000
E01086,q2r,2018-06-30,NetSales,Consolidated,Duration,JPY,-6,current,-10278000000
E01086,q2r,2018-06-30,NetSales,Consolidated,Duration,JPY,-6,current,1775408000000
E01086,q2r,2018-06-30,OperatingIncome,Consolidated,Duration,JPY,-6,current,190636000000
E01086,q2r,2018-06-30,OperatingIncome,Consolidated,Duration,JPY,-6,current,8934000000
E01086,q2r,2018-06-30,OperatingIncome,Consolidated,Duration,JPY,-6,current,199571000000
E01086,q2r,2018-06-30,OperatingIncome,Consolidated,Duration,JPY,-6,current,-137000000
E01086,q2r,2018-06-30,OperatingIncome,Consolidated,Duration,JPY,-6,current,199434000000
